instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿gal.tx.0069,﻿church,[Unnamed Institution],English,,,,﻿,,"﻿Jamestown, or Grey Settlement",,﻿TX,,30.922977,-93.826292,,,,﻿e_chapolard_001,﻿Rev.,﻿Emile Chapolard,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0070,﻿church,[Unnamed Institution],English,,,,﻿Marion County,﻿Marion County,﻿Jefferson,﻿Jefferson,﻿TX,,32.757363,-94.345193,,,,﻿j_m_giraud_001,﻿Rev.,﻿J. M. Giraud,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0070,﻿church,[Unnamed Institution],English,,,,﻿Marion County,﻿Marion County,﻿Jefferson,﻿Jefferson,﻿TX,,32.757363,-94.345193,,,,﻿j_martinere_001,﻿Rev.,﻿Joseph Martinière,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0071,﻿church,[Unnamed Institution],English,,,,﻿Refugio County,,﻿Labamita,,﻿TX,,28.346534,-97.135938,﻿gal.tx.0111,﻿attended from Refugio,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0072,﻿church,[Unnamed Institution],English,,,,﻿Fayette County,﻿Fayette County,﻿Lagrange,﻿La Grange,﻿TX,,29.905503,-96.876647,﻿gal.tx.0054,﻿attended from Frelsburgh,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0074,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,﻿Willacy County,﻿Lajara,,﻿TX,,26.518231,-97.930073,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0075,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,,﻿Lajarita,,﻿TX,,26.128497,-97.524724,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0076,﻿church,[Unnamed Institution],English,,,,﻿Refugio County,﻿Aransas County,﻿Lamar,﻿Lamar,﻿TX,,28.139457,-97.005545,﻿gal.tx.0111,﻿attended from Refugio,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0077,﻿church,[Unnamed Institution],English,,,,﻿Webb County,﻿Webb County,﻿Laredo,﻿Laredo,﻿TX,,27.503561,-99.507552,,,,﻿j_c_néraz_001,﻿Very Rev.,﻿J. C. Néraz,,﻿Vicar‐Chancellor,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0077,﻿church,[Unnamed Institution],English,,,,﻿,﻿Webb County,﻿Laredo,﻿Laredo,﻿TX,,27.503561,-99.507552,,,,﻿mic_suchon_001,﻿Rev.,﻿Michael Souchon,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0077,﻿church,[Unnamed Institution],English,,,,﻿,﻿Webb County,﻿Laredo,﻿Laredo,﻿TX,,27.503561,-99.507552,,,,﻿l_m_planchet_001,﻿Rev.,﻿L. M. Planchet,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0077,﻿church,[Unnamed Institution],English,,,,﻿,﻿Webb County,﻿Laredo,﻿Laredo,﻿TX,,27.503561,-99.507552,,,,﻿j_brachet_001,﻿Rev.,﻿C. J. M. Brachet,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0078,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,,﻿Las Animas,,﻿TX,,26.069758,-97.738263,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0079,﻿chapel,﻿St. Mary's Chapel,English,,,,﻿Lavacca County,﻿Lavaca County,,﻿Halletsville,﻿TX,,29.448272,-96.998309,,,,﻿ant_forest_001,﻿Rev.,﻿Anthony Forest,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0080,﻿church,[Unnamed Institution],English,,,,﻿Liberty County,﻿Liberty County,﻿Liberty,﻿Liberty,﻿TX,,30.057993,-94.795478,﻿gal.tx.0001,﻿attended from Galveston,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0081,﻿church,[Unnamed Institution],English,,,,﻿Caldwell County,﻿Caldwell County,﻿Lockart,﻿Lockhart,﻿TX,,29.884944,-97.67,﻿gal.tx.0009,﻿attended from Austin,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0082,﻿church,[Unnamed Institution],English,,,,﻿Zapata County,﻿Zapata County,﻿Lopeño,﻿Lopeño,﻿TX,,26.711703,-99.102733,﻿gal.tx.0114,﻿attended from Roma,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0083,﻿church,[Unnamed Institution],English,,,,﻿Nueces County,,﻿Los Olmos,,﻿TX,,27.257764,-98.120256,﻿gal.tx.0133,﻿attended from San Patricio,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0084,﻿church,[Unnamed Institution],English,,,,﻿Nueces County,﻿Jim Wells County,﻿Los Preceños,,﻿TX,,27.772034,-98.035765,﻿gal.tx.0133,﻿attended from San Patricio,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0085,﻿church,[Unnamed Institution],English,,,,﻿Harrison County,﻿Harrison County,﻿Marshall,﻿Marshall,﻿TX,,32.544871,-94.367418,﻿gal.tx.0070,﻿attended from Jefferson,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0086,﻿church,[Unnamed Institution],English,,,,﻿Matagorda County,﻿Matagorda County,﻿Matagorda,﻿Matagorda,﻿TX,,28.691133,-95.968271,﻿gal.tx.0067,﻿attended from Indianola,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0087,﻿church,[Unnamed Institution],English,﻿(See Coletto.),,,﻿De Witt County,﻿De Witt County,﻿Mayersville,﻿Meyersville,﻿TX,,28.928316,-97.312491,,,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0088,﻿church,[Unnamed Institution],English,,,,﻿Brazos County,﻿Brazos County,﻿Millican,﻿Millican,﻿TX,,30.468538,-96.202459,,,,﻿lou_bussant_001,﻿Rev.,﻿Louis Bussant,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0088,﻿church,[Unnamed Institution],English,,,,﻿,﻿Brazos County,﻿Millican,﻿Millican,﻿TX,,30.468538,-96.202459,,,,﻿fra_derue_001,﻿Rev.,﻿Francis Derue,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0089,﻿church,[Unnamed Institution],English,,,,﻿Bexar County,﻿Bexar County,﻿Martinez,﻿Martinez,﻿TX,,29.416975,-98.336975,﻿gal.tx.0100,﻿attended from Paña Maria,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0091,﻿church,[Unnamed Institution],English,,﻿Cedar P.O.,,﻿Fayette County,﻿Lavaca County,﻿Mulberry,,﻿TX,,29.640769,-96.997822,,,,﻿fel_orzechowski_001,﻿Rev.,﻿Felix Orzechowski,﻿C.R.D.N.,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0092,﻿church,[Unnamed Institution],English,,,,﻿Nacogdoches County,﻿Nacogdoches County,﻿Nacogdoches,﻿Nacogdoches,﻿TX,,31.603946,-94.656004,,,,﻿tho_hennessy_001,﻿Rev.,﻿Thomas Hennessy,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0092,﻿church,[Unnamed Institution],English,,,,﻿,﻿Nacogdoches County,﻿Nacogdoches,﻿Nacogdoches,﻿TX,,31.603946,-94.656004,,,,﻿jos_p_bristoe_001,﻿Rev.,﻿Joseph Peter Bristoe,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0093,﻿church,[Unnamed Institution],English,,,,﻿Grimes County,﻿Grimes County,﻿Navisota,﻿Navasota,﻿TX,,30.387985,-96.087735,﻿gal.tx.0088,﻿attended from Millican,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0094,﻿church,[Unnamed Institution],English,,,,﻿Comal County,﻿Comal County,﻿New-Braunfels,﻿New Braunfels,﻿TX,,29.702566,-98.124063,,,,﻿l_j_fleury_001,﻿Rev.,﻿L. J. Emile Fleury,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0097,﻿church,[Unnamed Institution],English,,,,﻿Orange County,,﻿Orange,﻿Orange,﻿TX,,30.092988,-93.736555,﻿gal.tx.0001,﻿attended from Galveston,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0098,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,,﻿Païste,,﻿TX,,26.128497,-97.524724,﻿gal.tx.0041,﻿attended from Corpus Christi,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0099,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,,﻿Palmetto,,﻿TX,,26.20194,-97.524724,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0100,﻿church,[Unnamed Institution],English,,,,﻿Karnes County,﻿Karnes County,﻿Paña Maria,﻿Panna Maria,﻿TX,,28.957191,-97.898162,,,,﻿ado_bakanowski_001,﻿Very Rev.,﻿Adolph Bakanowski,﻿C.R.D.N.,﻿Superior,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0100,﻿church,[Unnamed Institution],English,,,,﻿,﻿Karnes County,﻿Paña Maria,﻿Panna Maria,﻿TX,,28.957191,-97.898162,,,,﻿fel_zwiardowski_001,﻿Rev.,﻿Felix Zwiardowski,﻿C.R.D.N.,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0101,﻿church,[Unnamed Institution],English,,,,﻿Nueces County,,﻿Para,,﻿TX,,27.769335,-97.481416,﻿gal.tx.0133,﻿attended from San Patricio,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0102,﻿church,[Unnamed Institution],English,,,,﻿Matagorda County,,﻿Peninsula,,﻿TX,,28.585159,-96.023775,﻿gal.tx.0067,﻿attended from Indianola,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0103,﻿church,[Unnamed Institution],English,,,,﻿Bastrop County,﻿Bastrop County,﻿Pin-Oak,﻿Pin Oak,﻿TX,,30.097211,-97.29497,﻿gal.tx.0009,﻿attended from Austin,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0104,﻿church,[Unnamed Institution],English,,,,﻿Victoria County,,﻿Placet,﻿Placedo,﻿TX,,28.691434,-96.826587,﻿gal.tx.0149,﻿attended from Victoria,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0105,﻿church,[Unnamed Institution],English,,,,﻿Montgomery County,﻿Grimes County,﻿Plantersville,﻿Plantersville,﻿TX,,30.332986,-95.861896,﻿gal.tx.0088,﻿attended from Millican,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0107,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,﻿Cameron County,﻿Point Isabel,﻿Port Isabel,﻿TX,,26.073412,-97.208584,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0108,﻿church,[Unnamed Institution],English,,,,﻿Calhoun County,﻿Calhoun County,﻿Port Lavacca,﻿Port Lavaca,﻿TX,,28.614997,-96.626089,,,,﻿and_badelon_001,﻿Rev.,﻿Andrew Badelon,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0109,﻿church,[Unnamed Institution],English,,,,﻿Medina County,﻿Medina County,﻿Quihi,﻿Quihi,﻿TX,,29.391622,-99.030032,﻿gal.tx.0044,﻿attended from Dhanis,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0110,﻿church,[Unnamed Institution],English,,,,﻿Brazoria County,﻿Brazoria County,﻿Quintania,﻿Quintana,﻿TX,,28.933304,-95.308271,﻿gal.tx.0021,﻿attended from Brazoria,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0111,﻿church,[Unnamed Institution],English,,,,﻿Refugio County,﻿Refugio County,﻿Refugio,﻿Refugio,﻿TX,,28.305284,-97.27527,,,,﻿l_glynn_001,﻿Rev.,﻿G. Glynn,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0112,﻿church,[Unnamed Institution],English,,,,﻿Port Bend County,﻿Fort Bend County,﻿Richmond,﻿Richmond,﻿TX,,29.582181,-95.760783,,﻿attended by Rev. John Barlemann,,﻿joh_barlemann_001,﻿Rev.,﻿John Barlemann,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0113,﻿church,[Unnamed Institution],English,,,,﻿Starr County,﻿Starr County,﻿Rio Grande City,﻿Rio Grande City,﻿TX,,26.379787,-98.820305,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0114,﻿church,[Unnamed Institution],English,,,,﻿Starr County,﻿Starr County,﻿Roma,﻿Roma,﻿TX,,26.408852,-99.015655,,,,﻿jos_m_clos_001,﻿Rev.,﻿Joseph Mary Clos,﻿O.M.I.,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0114,﻿church,[Unnamed Institution],English,,,,﻿,﻿Starr County,﻿Roma,﻿Roma,﻿TX,,26.408852,-99.015655,,,,﻿jm_jaffres_001,﻿Rev.,﻿John Mary Jaffrés,﻿O.M.I.,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0114,﻿church,[Unnamed Institution],English,,,,﻿,﻿Starr County,﻿Roma,﻿Roma,﻿TX,,26.408852,-99.015655,,,,﻿f_borries_001,﻿Rev.,﻿Francis Bories,﻿O.M.I.,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0114,﻿church,[Unnamed Institution],English,,,,﻿,﻿Starr County,﻿Roma,﻿Roma,﻿TX,,26.408852,-99.015655,,,,﻿ale_de-saults_001,﻿Rev.,﻿Alexis Desaules,﻿O.M.I.,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0115,﻿church,[Unnamed Institution],English,,,,﻿Hidalgo County,﻿Hidalgo County,﻿Rosario,﻿Progreso Lakes,﻿TX,,26.071744,-97.958891,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0116,﻿church,[Unnamed Institution],English,,,,﻿Fayette County,﻿Fayette County,﻿Round Top,﻿Round Top,﻿TX,,30.06522,-96.696087,﻿gal.tx.0054,﻿attended from Frelsburgh,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0117,﻿church,[Unnamed Institution],English,,,,﻿Hidalgo County,﻿Hidalgo County,﻿Rudyville,﻿Relampago,﻿TX,,26.083936,-97.910472,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0118,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,﻿Cameron County,﻿Rusias,﻿Los Indios,﻿TX,,26.049245,-97.744993,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0119,﻿church,[Unnamed Institution],English,,,,﻿Fayette County,﻿Fayette County,﻿Ruttersville,﻿Rutersville,﻿TX,,29.947724,-96.7972,﻿gal.tx.0054,﻿attended from Frelsburgh,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0120,﻿church,[Unnamed Institution],English,,,,﻿Jefferson County,﻿Jefferson County,﻿Sabine Pass,﻿Port Arthur,﻿TX,,29.88495,-93.939947,﻿gal.tx.0001,﻿attended from Galveston,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0121,﻿church,[Unnamed Institution],English,,,,﻿Austin County,,﻿Sandy,,﻿TX,,30.360753,-98.469471,﻿gal.tx.0054,﻿attended from Frelsburgh,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0122,﻿church,[Unnamed Institution],English,,,,﻿Bastrop County,,﻿Sandy,﻿Sand,﻿TX,,30.052941,-97.028893,﻿gal.tx.0009,﻿attended from Austin,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0123,﻿church,[Unnamed Institution],English,,,,﻿Refugio County,﻿Aransas County,﻿St. Joseph,﻿San Jose Island,﻿TX,,28.043892,-96.910181,﻿gal.tx.0111,﻿attended from Refugio,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0124,﻿church,﻿Church of St. Ferdinand,English,,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.424868,-98.686381,,,,﻿j_anstaett_001,﻿Very Rev.,﻿J. Anstaett,,﻿Administrator,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0124,﻿church,﻿Church of St. Ferdinand,English,,,,﻿,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.424868,-98.686381,,,,﻿mat_sarry_001,﻿Very Rev.,﻿Matthew Sarry,,﻿V.G.,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0124,﻿church,﻿Church of St. Ferdinand,English,,,,﻿,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.424868,-98.686381,,,,﻿ant_truchard_001,﻿Rev.,﻿Anthony Truchard,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0125,﻿church,[Unnamed Institution],﻿Polish,﻿Polish Congregation,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.425191,-98.494592,,,,﻿vin_barzinski_001,﻿Rev.,﻿Vincent Barzinski,﻿C.R.D.N.,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0126,﻿church,﻿St. Mary's Church,English,﻿German Congregation,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.42541,-98.491109,,,,﻿the_greyenbühl_001,﻿Rev.,﻿Theodore Greyenbühl,,,﻿German Congregation,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0126,﻿church,﻿St. Mary's Church,English,﻿English Congregation,,,﻿,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.42541,-98.491109,,,,﻿lou_chaland_001,﻿Very Rev.,﻿Louis Chaland,,,﻿English Congregation,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0126,﻿church,﻿St. Mary's Church,English,﻿English Congregation,,,﻿,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.42541,-98.491109,,,,﻿ser_chaland_001,﻿Rev.,﻿Seraphin Chaland,,,﻿English Congregation,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0156,﻿college,﻿St. Mary's College,English,,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.452298,-98.564684,,,,﻿eli_beyrer_001,﻿Rev.,﻿Eligius Beyrer,,,,﻿religious,﻿10 brothers,﻿under the direction of the Brothers of Mary,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0156,﻿college,﻿St. Mary's College,English,,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.452298,-98.564684,,,,﻿charles_gal.tx_001,﻿Brother,﻿Charles,,﻿Superior,,﻿student,﻿250 pupils,﻿under the direction of the Brothers of Mary,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0159,﻿convent,﻿Ursuline Convent,English,,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.425191,-98.494592,,,,﻿ste_buffard_001,﻿Very Rev.,﻿Stephen Buffard,,﻿Superior,,﻿religious,﻿52 sisters,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0159,﻿convent,﻿Ursuline Convent,English,,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.425191,-98.494592,,,,﻿de-ste_marie_gal.tx_001,﻿Madame,﻿de Ste. Marie,,﻿Mother-Superior,,﻿religious,﻿60 boarders,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0159,﻿convent,﻿Ursuline Convent,English,,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.425191,-98.494592,,,,﻿a_antoine_001,﻿Rev.,﻿A. Antoine,,,,﻿student,﻿250 day-scholars,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0159,﻿convent,﻿Ursuline Convent,English,,,,﻿Bexar County,﻿Bexar County,﻿San Antonio,﻿San Antonio,﻿TX,,29.425191,-98.494592,,,,﻿j_a_favre_001,﻿Very Rev.,﻿J. A. Favre,,,﻿convalescent in France,﻿student,﻿250 day-scholars,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0127,﻿church,[Unnamed Institution],English,,,,﻿Zapata County,﻿Zapata County,﻿San Bartolo,﻿Zapata,﻿TX,,26.907261,-99.271425,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0128,﻿church,[Unnamed Institution],English,,,,﻿Nueces County,,﻿San Diego,﻿San Diego,﻿TX,,27.763915,-98.238895,,,,﻿c_jaillet_001,﻿Rev.,﻿C. Jaillet,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0170,﻿church,﻿San Francisco de la Espada,English,,,,﻿Bexar County,,,,﻿TX,,29.562047,-98.495179,,,,﻿fra_bouchu_001,﻿Rev.,﻿Francis Bouchu,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0130,﻿church,[Unnamed Institution],English,,,,﻿Zapata County,﻿Zapata County,﻿San Ignatio,﻿San Ygnacio,﻿TX,,27.042532,-99.44004,﻿gal.tx.0077,﻿attended from Laredo,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0131,﻿church,﻿Mission San José,English,,,,﻿Bexar County,﻿Bexar County,﻿San José,﻿San Antonio,﻿TX,,29.365108,-98.487148,﻿gal.tx.0124,﻿attended from San Antonio,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0132,﻿church,﻿Mission San Juan Capistrano,English,,,,﻿Bexar County,﻿Bexar County,﻿San Juan,,﻿TX,,33.50215,-117.662659,﻿gal.tx.0124,﻿attended from San Antonio,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0133,﻿church,[Unnamed Institution],English,,,,﻿Nueces County,﻿San Patricio,﻿San Patricio,﻿San Patricio,﻿TX,,27.954462,-97.771942,,,,﻿p_d_jean_001,﻿Rev.,﻿Peter J. St. Jean,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0134,﻿church,[Unnamed Institution],English,,,,﻿Nueces County,﻿Kleberg County,﻿Santa Gertrudes,﻿Kingsville,﻿TX,,27.515869,-97.856109,﻿gal.tx.0128,﻿attended from San Diego,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0135,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,﻿Cameron County,﻿Santa Maria,﻿Santa Maria,﻿TX,,26.078688,-97.849442,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0136,﻿church,[Unnamed Institution],English,,,,﻿,﻿Cameron County,﻿Santa Rita,,﻿TX,,25.950978,-97.558588,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0137,﻿church,[Unnamed Institution],English,,,,﻿,﻿Cameron County,﻿Santa Rosalia,﻿Brownsville,﻿TX,,25.901747,-97.497484,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0138,﻿church,[Unnamed Institution],English,,,,﻿,﻿Cameron County,﻿San Rafael,,﻿TX,,25.84975,-97.38797,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0139,﻿church,[Unnamed Institution],English,﻿(See Jamestown.),,,﻿Bexar County,,﻿Santiago,,﻿TX,,29.420076,-98.572102,,,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
